393700,course-v1:spbu+BIOINF+spring_2018,2018-01-17T06:47:14.087641+00:00,load_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,
393700,course-v1:spbu+BIOINF+spring_2018,2018-01-31T10:39:18.203649+00:00,load_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,
496140,course-v1:spbu+BIOINF+spring_2018,2018-02-15T05:14:22.607227+00:00,load_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,
496140,course-v1:spbu+BIOINF+spring_2018,2018-02-15T05:25:19.230788+00:00,load_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,
496140,course-v1:spbu+BIOINF+spring_2018,2018-02-15T05:25:56.257350+00:00,play_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,0
393700,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:00:59.145504+00:00,load_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:35:13.865210+00:00,load_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:35:14.626533+00:00,play_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,0
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:37:24.621549+00:00,pause_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,129.659041
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:37:24.687422+00:00,stop_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,129.659041
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:37:46.112164+00:00,play_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,0.08127
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:38:23.762034+00:00,load_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:38:24.307307+00:00,play_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,0.03527
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:38:31.997444+00:00,pause_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,7.480052
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:38:33.381355+00:00,play_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,7.53431
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:38:35.329818+00:00,pause_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,7.630304
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:41:15.079199+00:00,play_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,7.630304
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:41:26.440383+00:00,seek_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,16.908808,25
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:41:28.499377+00:00,play_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,25
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:42:36.050719+00:00,seek_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,92.169763,107
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:42:37.625224+00:00,play_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,107
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:44:46.744674+00:00,pause_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,235.89789
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:44:46.762303+00:00,stop_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,235.89789
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:45:33.084911+00:00,load_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:45:33.505262+00:00,play_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,0.0041
492128,course-v1:spbu+BIOINF+spring_2018,2018-02-15T07:53:42.404109+00:00,stop_video,https://courses.openedu.ru/courses/course-v1:spbu+BIOINF+spring_2018/courseware/c69a76a0a17b44f2b19d3503cf3667d9/0f165ae57fe141b39f2ff544ebe00969/,488.719134
